Name,Kategorie,Breitengrad,Laengengrad
Frymannstrasse,Oeffentlicher Verkehr,47.3356129,8.5187402
Bahnhof Wollishofen/Werft,Oeffentlicher Verkehr,47.348167,8.5343455
Seerose,Oeffentlicher Verkehr,47.3394417,8.5379062
Sihlweidstrasse,Oeffentlicher Verkehr,47.3266034,8.5142512
Sukkulentensammlung,Oeffentlicher Verkehr,47.3550964,8.5342883
Verenastrasse,Oeffentlicher Verkehr,47.3409236,8.5253632
Vulkanstrasse,Oeffentlicher Verkehr,47.39383,8.483748
Wonnebergstrasse,Oeffentlicher Verkehr,47.3517263,8.5667332
Langgrütstrasse,Oeffentlicher Verkehr,47.3738363,8.499881
Landiwiese,Oeffentlicher Verkehr,47.3510351,8.5342689
Marbachweg,Oeffentlicher Verkehr,47.3302999,8.5153034
Sackzelg,Oeffentlicher Verkehr,47.3741744,8.4954003
Schulhaus Altweg,Oeffentlicher Verkehr,47.372722,8.4942161
Schweizer Rück,Oeffentlicher Verkehr,47.3598107,8.5354436
Hubertus,Oeffentlicher Verkehr,47.3775017,8.4988305
Hubertus,Oeffentlicher Verkehr,47.3772033,8.4982441
Vogelsangstrasse,Oeffentlicher Verkehr,47.3835833,8.5491355
Hinterbergstrasse,Oeffentlicher Verkehr,47.3800847,8.5545211
Luchswiesen,Oeffentlicher Verkehr,47.4073382,8.5853155
Luchswiesen,Oeffentlicher Verkehr,47.4069267,8.5866463
Bahnhof Tiefenbrunnen,Oeffentlicher Verkehr,47.3502185,8.5608023
Bahnhof Tiefenbrunnen,Oeffentlicher Verkehr,47.3502889,8.560732
ETH Hönggerberg,Oeffentlicher Verkehr,47.4085765,8.5075367
Glaubtenstrasse,Oeffentlicher Verkehr,47.4139882,8.519617
Glaubtenstrasse,Oeffentlicher Verkehr,47.4145015,8.5192288
Hönggerberg,Oeffentlicher Verkehr,47.4049299,8.5051925
Hönggerberg,Oeffentlicher Verkehr,47.4050539,8.5051923
Glaubtenstrasse Süd,Oeffentlicher Verkehr,47.413557,8.5184871
Lindenplatz,Oeffentlicher Verkehr,47.3872442,8.4864333
Lindenplatz,Oeffentlicher Verkehr,47.3882613,8.4867403
Max-Bill-Platz,Oeffentlicher Verkehr,47.4139318,8.5410969
Max-Bill-Platz,Oeffentlicher Verkehr,47.4141079,8.5410609
Hohenklingensteig,Oeffentlicher Verkehr,47.4014058,8.4901578
Mötteliweg,Oeffentlicher Verkehr,47.4138771,8.5268969
Mötteliweg,Oeffentlicher Verkehr,47.4140604,8.526102
Tüffenwies,Oeffentlicher Verkehr,47.3981058,8.4946825
Wartau,Oeffentlicher Verkehr,47.4026882,8.4920962
Winzerhalde,Oeffentlicher Verkehr,47.3999375,8.4946091
Winzerhalde,Oeffentlicher Verkehr,47.4001577,8.4946434
Albisrieden,Oeffentlicher Verkehr,47.374429,8.4844463
Albisrieden,Oeffentlicher Verkehr,47.3746745,8.4849011
Albisriederdörfli,Oeffentlicher Verkehr,47.3753316,8.4851077
Albisriederdörfli,Oeffentlicher Verkehr,47.3754399,8.4849232
Goldackerweg,Oeffentlicher Verkehr,47.3720801,8.4873906
Goldackerweg,Oeffentlicher Verkehr,47.3725852,8.4865303
In der Ey,Oeffentlicher Verkehr,47.3694574,8.4912776
In der Ey,Oeffentlicher Verkehr,47.3694779,8.4909866
Rautistrasse,Oeffentlicher Verkehr,47.3827695,8.4839137
Rautistrasse,Oeffentlicher Verkehr,47.3839919,8.4843433
Triemlispital,Oeffentlicher Verkehr,47.3660491,8.496962
Untermoosstrasse,Oeffentlicher Verkehr,47.3792486,8.4832275
Untermoosstrasse,Oeffentlicher Verkehr,47.380156,8.4834811
Triemli,Oeffentlicher Verkehr,47.3682787,8.4951558
Bahnhof Affoltern,Oeffentlicher Verkehr,47.4208837,8.5072551
Bahnhof Affoltern,Oeffentlicher Verkehr,47.42062,8.5086288
Schauenberg,Oeffentlicher Verkehr,47.4160747,8.5070864
Schauenberg,Oeffentlicher Verkehr,47.4162639,8.5068977
Butzenstrasse,Oeffentlicher Verkehr,47.3414345,8.5298638
Butzenstrasse,Oeffentlicher Verkehr,47.3415181,8.5294309
Im Hüsli,Oeffentlicher Verkehr,47.328401,8.5127823
Marbachweg,Oeffentlicher Verkehr,47.3304839,8.5155883
Sihlweidstrasse,Oeffentlicher Verkehr,47.326669,8.5142122
Verenastrasse,Oeffentlicher Verkehr,47.340951,8.5251301
Bethanien,Oeffentlicher Verkehr,47.3809183,8.5560856
Grünaustrasse,Oeffentlicher Verkehr,47.3949213,8.4902618
Zoo,Oeffentlicher Verkehr,47.3815217,8.5714692
Altried,Oeffentlicher Verkehr,47.4053953,8.5922199
Altried,Oeffentlicher Verkehr,47.4063066,8.5915026
Elektrowatt,Oeffentlicher Verkehr,47.3574109,8.5503705
Altried,Oeffentlicher Verkehr,47.4061353,8.5911555
Bürkliplatz,Oeffentlicher Verkehr,47.3668869,8.5403469
Herzogenmühlestrasse,Oeffentlicher Verkehr,47.407545,8.572685
Herdernstrasse,Oeffentlicher Verkehr,47.3852474,8.5078412
Botanischer Garten,Oeffentlicher Verkehr,47.3592352,8.5580476
Freiestrasse,Oeffentlicher Verkehr,47.3628784,8.5628351
Freiestrasse,Oeffentlicher Verkehr,47.3628144,8.5626511
Central,Oeffentlicher Verkehr,47.376509,8.5446875
Kunsthaus,Oeffentlicher Verkehr,47.3705261,8.548453
Lindenplatz,Oeffentlicher Verkehr,47.3878642,8.4860233
Sädlenweg,Oeffentlicher Verkehr,47.3677592,8.4878658
Kalkbreite/Bhf. Wiedikon,Oeffentlicher Verkehr,47.3743082,8.5213622
Kalkbreite/Bhf. Wiedikon,Oeffentlicher Verkehr,47.3741738,8.5210322
Albisriederplatz,Oeffentlicher Verkehr,47.3781643,8.5095715
Albisriederplatz,Oeffentlicher Verkehr,47.3780812,8.5091612
Lindenplatz,Oeffentlicher Verkehr,47.3878661,8.4855507
Rote Fabrik,Oeffentlicher Verkehr,47.3429351,8.5359179
Seerose,Oeffentlicher Verkehr,47.3385515,8.5383503
Landiwiese,Oeffentlicher Verkehr,47.3499203,8.5343193
Schweizer Rück,Oeffentlicher Verkehr,47.3592628,8.5354864
Sukkulentensammlung,Oeffentlicher Verkehr,47.3547638,8.5342118
Schiffbau,Oeffentlicher Verkehr,47.3883276,8.5202169
Schiffbau,Oeffentlicher Verkehr,47.388295,8.5200742
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4107046,8.5459087
Dreispitz,Oeffentlicher Verkehr,47.4108148,8.5671577
Hallenbad Oerlikon,Oeffentlicher Verkehr,47.4107647,8.5562254
Hallenbad Oerlikon,Oeffentlicher Verkehr,47.4107529,8.5554806
Zwinglihaus,Oeffentlicher Verkehr,47.3713387,8.5161478
Zwinglihaus,Oeffentlicher Verkehr,47.3713935,8.5160931
Zwinglihaus,Oeffentlicher Verkehr,47.3718076,8.516281
Zwinglihaus,Oeffentlicher Verkehr,47.3720541,8.5166966
Friesenberghalde,Oeffentlicher Verkehr,47.3611514,8.5025578
Sprecherstrasse,Oeffentlicher Verkehr,47.3673896,8.5527098
Bertastrasse,Oeffentlicher Verkehr,47.3736025,8.5138075
Bertastrasse,Oeffentlicher Verkehr,47.3740952,8.513255
Hardplatz,Oeffentlicher Verkehr,47.3822371,8.5142241
Hardplatz,Oeffentlicher Verkehr,47.3820895,8.5140839
Altes Krematorium,Oeffentlicher Verkehr,47.3775581,8.5082147
Vogelsangstrasse,Oeffentlicher Verkehr,47.383472,8.5492525
Scheuchzerstrasse,Oeffentlicher Verkehr,47.3876341,8.5442681
Scheuchzerstrasse,Oeffentlicher Verkehr,47.3877437,8.5440834
Thujastrasse,Oeffentlicher Verkehr,47.3501096,8.527808
Thujastrasse,Oeffentlicher Verkehr,47.3503403,8.5278169
Fellenbergstrasse,Oeffentlicher Verkehr,47.3755857,8.4886368
Gutstrasse,Oeffentlicher Verkehr,47.3716528,8.5068044
Im Gut,Oeffentlicher Verkehr,47.3738579,8.5031615
Langgrütstrasse,Oeffentlicher Verkehr,47.3737965,8.500498
Sackzelg,Oeffentlicher Verkehr,47.3746035,8.4949498
Sackzelg,Oeffentlicher Verkehr,47.3745874,8.4950547
Rigiblick,Oeffentlicher Verkehr,47.387403,8.5540793
Hürstholz,Oeffentlicher Verkehr,47.4169637,8.5229444
Hürstholz,Oeffentlicher Verkehr,47.4168324,8.5228315
Seebach,Oeffentlicher Verkehr,47.4219623,8.5499933
Staudenbühl,Oeffentlicher Verkehr,47.4199305,8.5350704
Staudenbühl,Oeffentlicher Verkehr,47.4200824,8.5355223
Seebach,Oeffentlicher Verkehr,47.4213477,8.5496871
Seebach,Oeffentlicher Verkehr,47.4218564,8.5495391
Sihlpost/HB,Oeffentlicher Verkehr,47.3761461,8.5341935
Sihlpost/HB,Oeffentlicher Verkehr,47.3762517,8.5343577
Hardplatz,Oeffentlicher Verkehr,47.3831135,8.5148243
Im Wingert,Oeffentlicher Verkehr,47.4011048,8.5091307
Schmiede Wiedikon,Oeffentlicher Verkehr,47.3694404,8.5207381
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3969747,8.5951692
Geeringstrasse,Oeffentlicher Verkehr,47.41445,8.4800663
Bahnhof Wiedikon,Oeffentlicher Verkehr,47.3716354,8.5237344
Wonnebergstrasse,Oeffentlicher Verkehr,47.3519687,8.56629
Im Gut,Oeffentlicher Verkehr,47.3735538,8.5032613
Sädlenweg,Oeffentlicher Verkehr,47.367786,8.4870538
Binz Center,Oeffentlicher Verkehr,47.3618868,8.5111002
Zoo,Oeffentlicher Verkehr,47.381589,8.5713863
Maienweg,Oeffentlicher Verkehr,47.4076676,8.526464
Grünauring,Oeffentlicher Verkehr,47.3966116,8.4866245
Zielweg,Oeffentlicher Verkehr,47.3587251,8.4975842
Hegibachplatz,Oeffentlicher Verkehr,47.3614479,8.5596669
Schönauring,Oeffentlicher Verkehr,47.4257472,8.5364704
Schönauring,Oeffentlicher Verkehr,47.4263897,8.5365942
Waidhof,Oeffentlicher Verkehr,47.4237257,8.5228475
Goldbrunnenplatz,Oeffentlicher Verkehr,47.3701338,8.5140936
Laubegg,Oeffentlicher Verkehr,47.3586691,8.5175096
Bahnhofquai/HB,Oeffentlicher Verkehr,47.377607,8.5419903
Herzogenmühlestrasse,Oeffentlicher Verkehr,47.4071319,8.5727865
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4114718,8.5447944
Weihersteig,Oeffentlicher Verkehr,47.3980224,8.5282934
Einfangstrasse,Oeffentlicher Verkehr,47.4159706,8.5126056
Triemli,Oeffentlicher Verkehr,47.3680363,8.4956661
Triemli,Oeffentlicher Verkehr,47.368017,8.4952854
Neeserweg,Oeffentlicher Verkehr,47.3906619,8.4745979
Neeserweg,Oeffentlicher Verkehr,47.3906043,8.4747372
Krematorium Nordheim,Oeffentlicher Verkehr,47.4055237,8.5279242
Feuerland/Haupteingang,Oeffentlicher Verkehr,47.3851731,8.5749424
Masoala Regenwald,Oeffentlicher Verkehr,47.3862311,8.577711
Bahnhof Oerlikon,Oeffentlicher Verkehr,47.4114541,8.5447442
Schanzackerstrasse,Oeffentlicher Verkehr,47.3920813,8.5475718
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3966677,8.5959542
Neumarkt,Oeffentlicher Verkehr,47.3729429,8.5473008
Bucheggplatz,Oeffentlicher Verkehr,47.3980252,8.5335696
Brunnenhof,Oeffentlicher Verkehr,47.4019585,8.5349477
Escher-Wyss-Platz,Oeffentlicher Verkehr,47.3908987,8.5227339
Bahnhof Hardbrücke,Oeffentlicher Verkehr,47.3852824,8.5172531
Appenzellerstrasse,Oeffentlicher Verkehr,47.3988837,8.508995
Güterbahnhof,Oeffentlicher Verkehr,47.3804949,8.519535
Sternen Oerlikon,Oeffentlicher Verkehr,47.4102351,8.5468917
Sternen Oerlikon,Oeffentlicher Verkehr,47.410225,8.5467743
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3967758,8.5956892
Bahnhof Stettbach,Oeffentlicher Verkehr,47.3968744,8.5954283
Schaufelbergerstrasse,Oeffentlicher Verkehr,47.3689857,8.502576
Schaufelbergerstrasse,Oeffentlicher Verkehr,47.3689548,8.5023196
Milchbuck,Oeffentlicher Verkehr,47.3981718,8.5419329
Brunnenhof,Oeffentlicher Verkehr,47.4022321,8.5352308
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4107102,8.5528703
Bahnhof Oerlikon Nord,Oeffentlicher Verkehr,47.4124494,8.5441173
Bahnhof Oerlikon Nord,Oeffentlicher Verkehr,47.4123095,8.5437583
Salzweg,Oeffentlicher Verkehr,47.3874783,8.4721223
Kaeng Krachan Elefantenpark,Oeffentlicher Verkehr,47.3877752,8.5761271
Bahnhof Altstetten Nord,Oeffentlicher Verkehr,47.3924007,8.4896932
Seebacherplatz,Oeffentlicher Verkehr,47.4200347,8.5477979
Seebacherplatz,Oeffentlicher Verkehr,47.4195588,8.5482077
Seebach,Oeffentlicher Verkehr,47.4217102,8.5497203
Ausserdorfstrasse,Oeffentlicher Verkehr,47.4244623,8.5487916
Ausserdorfstrasse,Oeffentlicher Verkehr,47.4245546,8.5484769
Birch-/Glatttalstrasse,Oeffentlicher Verkehr,47.4279169,8.5458689
Birch-/Glatttalstrasse,Oeffentlicher Verkehr,47.4270751,8.5463343
Käshaldenstrasse,Oeffentlicher Verkehr,47.4298721,8.5410522
Käshaldenstrasse,Oeffentlicher Verkehr,47.4300358,8.541002
Köschenrüti,Oeffentlicher Verkehr,47.4290653,8.5372228
Köschenrüti,Oeffentlicher Verkehr,47.4289976,8.5369777
Himmeri,Oeffentlicher Verkehr,47.4200258,8.5386879
Himmeri,Oeffentlicher Verkehr,47.4199365,8.5385391
Bollingerweg,Oeffentlicher Verkehr,47.4142672,8.5380161
Bollingerweg,Oeffentlicher Verkehr,47.4141593,8.5378746
Sternen Oerlikon,Oeffentlicher Verkehr,47.4101912,8.5459827
Sternen Oerlikon,Oeffentlicher Verkehr,47.4095511,8.5464169
Friedackerstrasse,Oeffentlicher Verkehr,47.405682,8.553891
Friedackerstrasse,Oeffentlicher Verkehr,47.4060425,8.5531938
Waldgarten,Oeffentlicher Verkehr,47.4046894,8.5574671
Waldgarten,Oeffentlicher Verkehr,47.4044622,8.5580027
Frohburg,Oeffentlicher Verkehr,47.4042572,8.562251
Frohburg,Oeffentlicher Verkehr,47.4040604,8.562569
Friedrichstrasse,Oeffentlicher Verkehr,47.4037936,8.5680387
Friedrichstrasse,Oeffentlicher Verkehr,47.4039893,8.5690353
Schwamendingerplatz,Oeffentlicher Verkehr,47.4049866,8.5728628
Schwamendingerplatz,Oeffentlicher Verkehr,47.4048265,8.5713202
Im Hagacker,Oeffentlicher Verkehr,47.3596507,8.5074539
Im Hagacker,Oeffentlicher Verkehr,47.3595021,8.507411
Rotbuchstrasse,Oeffentlicher Verkehr,47.3909766,8.5363598
Rotbuchstrasse,Oeffentlicher Verkehr,47.3909112,8.536181
Neuaffoltern,Oeffentlicher Verkehr,47.411588,8.5261706
Neuaffoltern,Oeffentlicher Verkehr,47.4122821,8.5241459
Neuaffoltern,Oeffentlicher Verkehr,47.4115582,8.5253677
Friesenbergstrasse,Oeffentlicher Verkehr,47.3623036,8.5049673
Friesenbergstrasse,Oeffentlicher Verkehr,47.3620532,8.5049716
Hegianwandweg,Oeffentlicher Verkehr,47.3565103,8.5100079
Hegianwandweg,Oeffentlicher Verkehr,47.3567206,8.5099839
Nordstrasse,Oeffentlicher Verkehr,47.3883965,8.5364426
Hungerbergstrasse,Oeffentlicher Verkehr,47.4213262,8.5016264
Hungerbergstrasse,Oeffentlicher Verkehr,47.4208551,8.5021615
Regensbergbrücke,Oeffentlicher Verkehr,47.4091976,8.5390267
Regensbergbrücke,Oeffentlicher Verkehr,47.4090258,8.5392117
Oberwiesenstrasse,Oeffentlicher Verkehr,47.4103668,8.5330379
Oberwiesenstrasse,Oeffentlicher Verkehr,47.410503,8.5328695
Unteraffoltern,Oeffentlicher Verkehr,47.4239546,8.5112337
Dunkelhölzli,Oeffentlicher Verkehr,47.3887605,8.4702934
Rautihalde,Oeffentlicher Verkehr,47.3863613,8.4738486
Hegibachplatz,Oeffentlicher Verkehr,47.3613364,8.5607175
Winzerstrasse,Oeffentlicher Verkehr,47.4037876,8.4861693
Waidspital,Oeffentlicher Verkehr,47.3990508,8.5218174
Bahnhof Wiedikon,Oeffentlicher Verkehr,47.3718027,8.5235357
Kirche Fluntern,Oeffentlicher Verkehr,47.3765498,8.5602387
Rigiblick,Oeffentlicher Verkehr,47.3876544,8.5537412
Kunsthaus,Oeffentlicher Verkehr,47.3703356,8.548607
Fellenbergstrasse,Oeffentlicher Verkehr,47.3756923,8.4874517
Klusplatz,Oeffentlicher Verkehr,47.3642696,8.5660198
Klusplatz,Oeffentlicher Verkehr,47.3641975,8.5657605
Kapfstrasse,Oeffentlicher Verkehr,47.3610338,8.5711797
Kapfstrasse,Oeffentlicher Verkehr,47.3612029,8.5709977
Zentrum Witikon,Oeffentlicher Verkehr,47.3581882,8.5875082
Zentrum Witikon,Oeffentlicher Verkehr,47.3583644,8.5859938
Berghaldenstrasse,Oeffentlicher Verkehr,47.3586998,8.590632
Loorenstrasse,Oeffentlicher Verkehr,47.3594066,8.5947617
Zweiackerstrasse,Oeffentlicher Verkehr,47.3569131,8.5980978
Zweiackerstrasse,Oeffentlicher Verkehr,47.3570804,8.598081
Kienastenwies,Oeffentlicher Verkehr,47.3552417,8.6008123
Triemli,Oeffentlicher Verkehr,47.3679906,8.4953967
Nürenbergstrasse,Oeffentlicher Verkehr,47.3920208,8.5335478
Nürenbergstrasse,Oeffentlicher Verkehr,47.3926764,8.532598
Mittelleimbach,Oeffentlicher Verkehr,47.3232176,8.514582
Seebacherplatz,Oeffentlicher Verkehr,47.4199248,8.5483842
Waidspital,Oeffentlicher Verkehr,47.3991621,8.5217468
Waidbadstrasse,Oeffentlicher Verkehr,47.3989894,8.5137239
Waidbadstrasse,Oeffentlicher Verkehr,47.3989796,8.5133509
Auzelg Ost,Oeffentlicher Verkehr,47.4134471,8.5719336
Auzelg,Oeffentlicher Verkehr,47.4164567,8.5686014
Auzelg,Oeffentlicher Verkehr,47.4163556,8.5690137
Buchholz,Oeffentlicher Verkehr,47.360876,8.5886419
Buchzelgstrasse,Oeffentlicher Verkehr,47.3596963,8.5854586
Buchzelgstrasse,Oeffentlicher Verkehr,47.3589023,8.58508
Loorenstrasse,Oeffentlicher Verkehr,47.3599915,8.5955108
Friedhof Witikon,Oeffentlicher Verkehr,47.3613403,8.6028281
Friedhof Witikon,Oeffentlicher Verkehr,47.3613799,8.6021747
Glockenacker,Oeffentlicher Verkehr,47.3609411,8.5993507
Glockenacker,Oeffentlicher Verkehr,47.3609124,8.5985607
Nordheimstrasse,Oeffentlicher Verkehr,47.4037117,8.5304627
Krematorium Nordheim,Oeffentlicher Verkehr,47.4053998,8.5280851
Maienweg,Oeffentlicher Verkehr,47.4074439,8.526568
Seebach,Oeffentlicher Verkehr,47.4220246,8.5498006
Messe/Hallenstadion,Oeffentlicher Verkehr,47.4106546,8.5517015
ETH Zentrum,Oeffentlicher Verkehr,47.3762232,8.5470041
Leutschenbach,Oeffentlicher Verkehr,47.4142373,8.5514629
Kalchbühlweg,Oeffentlicher Verkehr,47.340688,8.5314759
Morgental,Oeffentlicher Verkehr,47.3434323,8.5302769
Schmiede Wiedikon,Oeffentlicher Verkehr,47.370152,8.5190267
Hungerbergstrasse,Oeffentlicher Verkehr,47.4209726,8.5009694
Bändliweg,Oeffentlicher Verkehr,47.3963533,8.4850686
Manegg,Oeffentlicher Verkehr,47.337117,8.5198978
Rosengartenstrasse,Oeffentlicher Verkehr,47.3945073,8.5256102
Rosengartenstrasse,Oeffentlicher Verkehr,47.394391,8.5251722
Altenhofstrasse,Oeffentlicher Verkehr,47.3552678,8.5615063
Altenhofstrasse,Oeffentlicher Verkehr,47.3551645,8.5614384
Flühgasse,Oeffentlicher Verkehr,47.3506263,8.5694048
Flühgasse,Oeffentlicher Verkehr,47.3504545,8.5694096
EPI-Klinik,Oeffentlicher Verkehr,47.3487977,8.5708185
EPI-Klinik,Oeffentlicher Verkehr,47.3486304,8.5707874
Schulhaus Buchlern,Oeffentlicher Verkehr,47.3844743,8.4774737
Schulhaus Buchlern,Oeffentlicher Verkehr,47.3845139,8.477364
Feusisbergli,Oeffentlicher Verkehr,47.3925325,8.4706284
Feusisbergli,Oeffentlicher Verkehr,47.3926892,8.4713119
Loogarten,Oeffentlicher Verkehr,47.38948,8.4721481
Loogarten,Oeffentlicher Verkehr,47.3894502,8.4724318
Baslerstrasse,Oeffentlicher Verkehr,47.3886946,8.4896805
Baslerstrasse,Oeffentlicher Verkehr,47.3886206,8.4902335
Letzipark West,Oeffentlicher Verkehr,47.3867941,8.4968769
Letzipark West,Oeffentlicher Verkehr,47.3859125,8.4960266
Letzipark West,Oeffentlicher Verkehr,47.3867395,8.4958081
Flurstrasse,Oeffentlicher Verkehr,47.3815117,8.4920279
Flurstrasse,Oeffentlicher Verkehr,47.3815628,8.4918983
Albisrank,Oeffentlicher Verkehr,47.3796991,8.4946389
Albisrank,Oeffentlicher Verkehr,47.379816,8.4947295
Hubertus,Oeffentlicher Verkehr,47.3769821,8.4992872
Hubertus,Oeffentlicher Verkehr,47.376905,8.4995883
Schaufelbergerstrasse,Oeffentlicher Verkehr,47.3692566,8.5015225
Schaufelbergerstrasse,Oeffentlicher Verkehr,47.3694031,8.5014344
Schweighof,Oeffentlicher Verkehr,47.364461,8.502754
Schweighof,Oeffentlicher Verkehr,47.364798,8.5027888
Tüffenwies,Oeffentlicher Verkehr,47.3985881,8.4949672
Blumenfeldstrasse,Oeffentlicher Verkehr,47.4238505,8.5050519
Aspholz,Oeffentlicher Verkehr,47.4249695,8.5010203
Rotbuchstrasse,Oeffentlicher Verkehr,47.3912842,8.5357136
Rotbuchstrasse,Oeffentlicher Verkehr,47.3914158,8.5356365
Militär-/Langstrasse,Oeffentlicher Verkehr,47.3797541,8.5274254
Militär-/Langstrasse,Oeffentlicher Verkehr,47.379555,8.527981
Grünaustrasse,Oeffentlicher Verkehr,47.3951099,8.4889899
Letzibach,Oeffentlicher Verkehr,47.3891675,8.4947633
Letzibach,Oeffentlicher Verkehr,47.3888157,8.4955442
Letzipark,Oeffentlicher Verkehr,47.3878305,8.499285
Letzipark,Oeffentlicher Verkehr,47.3874027,8.5003311
SBB-Werkstätte,Oeffentlicher Verkehr,47.3866631,8.5028296
SBB-Werkstätte,Oeffentlicher Verkehr,47.3870468,8.5019462
Herdernstrasse,Oeffentlicher Verkehr,47.3847915,8.5090366
Hardplatz,Oeffentlicher Verkehr,47.3829248,8.5149792
Bäckeranlage,Oeffentlicher Verkehr,47.3792306,8.5238149
Bäckeranlage,Oeffentlicher Verkehr,47.3791566,8.5235373
Kanonengasse,Oeffentlicher Verkehr,47.3783919,8.5301291
Kanonengasse,Oeffentlicher Verkehr,47.3785591,8.5300389
Neumarkt,Oeffentlicher Verkehr,47.3726637,8.5474707
Sprecherstrasse,Oeffentlicher Verkehr,47.3678872,8.5518599
Signaustrasse,Oeffentlicher Verkehr,47.3630463,8.5578581
Schaffhauserplatz,Oeffentlicher Verkehr,47.3914097,8.5380113
Schaffhauserplatz,Oeffentlicher Verkehr,47.3912548,8.538364
Rosengartenstrasse,Oeffentlicher Verkehr,47.3943501,8.5252675
Rosengartenstrasse,Oeffentlicher Verkehr,47.3940504,8.5258003
Sackzelg,Oeffentlicher Verkehr,47.374014,8.4952541
Schulhaus Altweg,Oeffentlicher Verkehr,47.3725723,8.4941367
Bahnhof Wipkingen,Oeffentlicher Verkehr,47.3932507,8.5299335
Bahnhof Wipkingen,Oeffentlicher Verkehr,47.3934825,8.5296664
Wieslergasse,Oeffentlicher Verkehr,47.4039374,8.4962182
Meierhofplatz,Oeffentlicher Verkehr,47.4017717,8.4998145
Ettenfeld,Oeffentlicher Verkehr,47.4252628,8.5533967
Ettenfeld,Oeffentlicher Verkehr,47.4257172,8.5541236
Bahnhof Altstetten,Oeffentlicher Verkehr,47.3903236,8.48943
Am Suteracher,Oeffentlicher Verkehr,47.390908,8.4697515
Am Suteracher,Oeffentlicher Verkehr,47.3910203,8.4697539
Juchhof,Oeffentlicher Verkehr,47.3984034,8.4726291
Juchhof,Oeffentlicher Verkehr,47.3982904,8.4737019
Vulkanstrasse,Oeffentlicher Verkehr,47.394343,8.4840678
Rote Fabrik,Oeffentlicher Verkehr,47.34241,8.5363033
Buhnstrasse,Oeffentlicher Verkehr,47.4220294,8.5388447
Schützenhaus Höngg,Oeffentlicher Verkehr,47.4094978,8.4967079
Waidspital,Oeffentlicher Verkehr,47.3992484,8.5218965
Genossenschaftsstrasse,Oeffentlicher Verkehr,47.4153015,8.5627809
Genossenschaftsstrasse,Oeffentlicher Verkehr,47.4151901,8.5620553
Riedbach,Oeffentlicher Verkehr,47.4146014,8.5582798
Riedbach,Oeffentlicher Verkehr,47.4144623,8.5584981
Hagenholz,Oeffentlicher Verkehr,47.4145513,8.5547828
Hagenholz,Oeffentlicher Verkehr,47.4143978,8.5552794
Berufswahlschule,Oeffentlicher Verkehr,47.4042869,8.5332862
Althoos,Oeffentlicher Verkehr,47.4105117,8.5241733
Althoos,Oeffentlicher Verkehr,47.4107667,8.5240754
Friedhof Schwandenholz,Oeffentlicher Verkehr,47.4212341,8.5374938
Friedhof Schwandenholz,Oeffentlicher Verkehr,47.4214212,8.5377606
Hertensteinstrasse,Oeffentlicher Verkehr,47.4227638,8.5436441
Hertensteinstrasse,Oeffentlicher Verkehr,47.4228952,8.5436463
Friedhof Eichbühl,Oeffentlicher Verkehr,47.3833672,8.4749506
Schürgistrasse,Oeffentlicher Verkehr,47.4085317,8.5803074
Schürgistrasse,Oeffentlicher Verkehr,47.4089488,8.5791652
Kreuzstrasse,Oeffentlicher Verkehr,47.3628965,8.5499912
Feldeggstrasse,Oeffentlicher Verkehr,47.3602538,8.5522843
Morgental,Oeffentlicher Verkehr,47.3446583,8.5298176
Strassenverkehrsamt,Oeffentlicher Verkehr,47.3539594,8.5115033
Strassenverkehrsamt,Oeffentlicher Verkehr,47.3530271,8.5114803
Hofstrasse,Oeffentlicher Verkehr,47.3731784,8.5617442
Hofstrasse,Oeffentlicher Verkehr,47.3729574,8.5625629
Hölderlinsteig,Oeffentlicher Verkehr,47.3664555,8.5650987
Hölderlinsteig,Oeffentlicher Verkehr,47.3672625,8.5647473
Klosbach,Oeffentlicher Verkehr,47.3703425,8.5636441
Klosbach,Oeffentlicher Verkehr,47.3696268,8.5641452
Tulpenstrasse,Oeffentlicher Verkehr,47.4061829,8.5684384
Bleulerstrasse,Oeffentlicher Verkehr,47.3471153,8.5716807
Wildbachstrasse,Oeffentlicher Verkehr,47.3531747,8.5588611
Wildbachstrasse,Oeffentlicher Verkehr,47.3532116,8.5588266
Rigiblick,Oeffentlicher Verkehr,47.3874577,8.5539706
Spyristeig,Oeffentlicher Verkehr,47.3862441,8.5561916
Spyristeig,Oeffentlicher Verkehr,47.3863401,8.5561622
Krönleinstrasse,Oeffentlicher Verkehr,47.3841863,8.5609072
Krönleinstrasse,Oeffentlicher Verkehr,47.3839808,8.5614005
Heubeeriweg,Oeffentlicher Verkehr,47.3816183,8.5646187
Heubeeriweg,Oeffentlicher Verkehr,47.3814769,8.5650824
Bircher-Benner,Oeffentlicher Verkehr,47.375828,8.564987
Bircher-Benner,Oeffentlicher Verkehr,47.3756801,8.5647927
Fröhlichstrasse,Oeffentlicher Verkehr,47.3552403,8.5568954
Fröhlichstrasse,Oeffentlicher Verkehr,47.3554091,8.5567354
Letzistrasse,Oeffentlicher Verkehr,47.3912305,8.5456373
