Strassenname,Strassentyp,Breitengrad,Laengengrad
Etzelstrasse,residential,47.3448528,8.5311002
Gablerstrasse,residential,47.3585186,8.5272777
Steinhaldenstrasse,residential,47.3595966,8.5276436
Central,tertiary,47.3770313,8.5441598
Limmatquai,tertiary,47.3761652,8.5436656
Künstlergasse,residential,47.3737502,8.547785
Winterthurerstrasse,primary,47.4037065,8.5713338
Brunaustrasse,tertiary,47.3533676,8.5251485
Brunaustrasse,tertiary,47.3532643,8.5250946
Brunaustrasse,tertiary,47.3531527,8.5250351
Ahornstrasse,residential,47.404043,8.5675551
Allmendstrasse,primary,47.3439131,8.5194667
Ohne Namen,primary_link,47.3443876,8.519356
Wirzenweid,residential,47.3566915,8.5824621
Walchebrücke,tertiary,47.3785659,8.5421201
Bertastrasse,residential,47.3750005,8.5154801
Mühlegasse,tertiary,47.374333,8.5432863
Häringstrasse,residential,47.3750102,8.5451019
Zähringerstrasse,residential,47.3753689,8.5446203
Löwenstrasse,tertiary,47.3757613,8.5373158
Friesenbergstrasse,tertiary,47.3700654,8.5140923
Schrennengasse,residential,47.3696134,8.5158599
Schoeckstrasse,primary_link,47.3664464,8.5451635
Emil-Klöti-Strasse,tertiary,47.3997897,8.5188534
Dörflistrasse,primary,47.4041822,8.5489567
Löwenstrasse,residential,47.3729599,8.5345546
Löwenstrasse,residential,47.3737207,8.535109
Binzmühlestrasse,secondary,47.4138949,8.5446674
Dörflistrasse,primary,47.4096256,8.5494493
Schaffhauserstrasse,primary,47.4126678,8.5462794
Schwamendingenstrasse,primary,47.4043454,8.5605995
Thurgauerstrasse,secondary,47.4100563,8.5500906
Thurgauerstrasse,secondary_link,47.4094548,8.5496672
Winterthurerstrasse,primary,47.4041421,8.5623372
Albulastrasse,residential,47.3879453,8.4942366
Mürtschenstrasse,residential,47.3873261,8.4947636
Limmatquai,residential,47.3730603,8.5428929
Albisriederplatz,secondary,47.3783763,8.5099726
Hardstrasse,secondary,47.3785091,8.5104596
Hardstrasse,secondary,47.3784338,8.5106465
Felsenrainstrasse,residential,47.4181894,8.5437034
Badenerstrasse,tertiary,47.3754266,8.5172534
Universitätstrasse,primary,47.3849823,8.5483369
Universitätstrasse,primary,47.3857045,8.5485556
Gladbachstrasse,tertiary,47.3824929,8.5514032
Zollbrücke,tertiary,47.379091,8.5384372
Zollbrücke,tertiary,47.3792718,8.5379735
Zollbrücke,tertiary,47.3794104,8.5379807
Hirschengraben,residential,47.3730528,8.5473786
Seilergraben,tertiary,47.3756505,8.5452414
Im Bergdörfli,residential,47.3380349,8.5243031
Bucheggstrasse,primary,47.3990844,8.5423717
Schaffhauserstrasse,tertiary,47.3989347,8.5422089
Hofwiesenstrasse,tertiary,47.4034598,8.536402
Hofwiesenstrasse,tertiary,47.4018646,8.5350008
Neunbrunnenstrasse,residential,47.4170617,8.5400995
Limmattalstrasse,tertiary,47.4027654,8.4917325
Lindenstrasse,residential,47.3576056,8.551684
Kraftstrasse,tertiary,47.3769454,8.5596988
Haumesserstrasse,residential,47.3476184,8.5317877
Bahnhofbrücke,tertiary,47.3770302,8.5421198
Limmatquai,tertiary,47.3761754,8.5435145
Lindenhofstrasse,residential,47.3747478,8.5412033
Waisenhausstrasse,residential,47.3759769,8.5409432
Waisenhausstrasse,residential,47.376533,8.5407202
Werdmühleplatz,residential,47.3747349,8.5399594
Werdmühlestrasse,residential,47.3750128,8.5396975
Werdmühlestrasse,residential,47.3754385,8.5404941
Hirschengraben,tertiary,47.3727806,8.5473491
Bärengasse,residential,47.3704349,8.5382984
Kasernenstrasse,residential,47.3772908,8.5356711
Sihlporte,tertiary,47.3725761,8.5344875
Gartenstrasse,residential,47.3687525,8.5346861
Bleicherweg,residential,47.3678128,8.5349676
Gartenstrasse,residential,47.3681479,8.532866
Gartenstrasse,residential,47.3684289,8.5336997
Birmensdorferstrasse,secondary,47.3706208,8.5173138
Seebahnstrasse,primary,47.3733856,8.5200691
Seebahnstrasse,primary,47.3726911,8.5210809
Seebahnstrasse,primary,47.3760549,8.5184139
Seebahnstrasse,primary,47.3796145,8.5203975
Stauffacherstrasse,residential,47.3791834,8.5178787
Erikastrasse,residential,47.3711407,8.5189893
Kanzleistrasse,residential,47.3764056,8.5219169
Seebahnstrasse,primary,47.3771374,8.518496
Heimstrasse,tertiary,47.3710346,8.5481317
Untere Zäune,residential,47.3710011,8.5469113
Limmatquai,primary,47.3675628,8.5451591
Theaterstrasse,primary,47.3669257,8.5457557
Utoquai,primary,47.368331,8.5438564
Utoquai,primary,47.3685952,8.5438341
Münsterbrücke,residential,47.369942,8.5425069
Münsterbrücke,residential,47.3700278,8.5431433
Stadthausquai,residential,47.3670366,8.541785
Stadthausquai,residential,47.3694563,8.5418143
Limmatquai,residential,47.370913,8.5430856
Utoquai,residential,47.3687286,8.5436641
Weinbergstrasse,tertiary,47.3878281,8.5409652
Bodenacker,residential,47.4247556,8.5094898
Fronwaldweg,residential,47.4239917,8.5099896
Stöckenackerstrasse,residential,47.4244372,8.5115297
Talstrasse,tertiary,47.3664818,8.5403721
Talstrasse,tertiary,47.3666753,8.540273
Feldblumenstrasse,residential,47.3851339,8.4818527
Girhaldenstrasse,residential,47.3873976,8.4771247
Glättlistrasse,residential,47.3888526,8.4759781
Kelchweg,residential,47.3894831,8.4800555
Schneebelistrasse,residential,47.3845302,8.4838356
Zwischenbächen,residential,47.3814799,8.4787791
Baumackerstrasse,residential,47.4095966,8.5423059
Bleicherweg,residential,47.3686421,8.5374093
Bleicherweg,residential,47.3688628,8.5377554
Zweierstrasse,secondary,47.3713571,8.5208814
Steinwiesstrasse,residential,47.3691106,8.5504446
Zürichbergstrasse,residential,47.3734393,8.5529597
Loorenrain,residential,47.3637218,8.5947964
Loorenstrasse,residential,47.3617486,8.5935179
Ackersteinstrasse,residential,47.4017857,8.4992177
Bombachhalde,residential,47.4051242,8.480056
Bombachsteig,residential,47.4038849,8.489199
Bombachstrasse,residential,47.4049034,8.4868002
Hohenklingenstrasse,residential,47.4026834,8.4908808
Imbisbühlstrasse,residential,47.4047754,8.4887587
In der Schüpf,residential,47.4020835,8.4937123
Lachenacker,residential,47.4058112,8.4902098
Lachenzelgstrasse,residential,47.4045813,8.4913277
Limmattalstrasse,tertiary,47.4021088,8.4969807
Michelstrasse,residential,47.4051206,8.4957784
Regensdorferstrasse,tertiary,47.4038537,8.4965469
Regensdorferstrasse,tertiary,47.4107558,8.4859983
Regensdorferstrasse,tertiary,47.4026243,8.4988347
Singlistrasse,residential,47.4045527,8.4939425
Vorhaldenstrasse,residential,47.4011499,8.493033
Widumweg,residential,47.4027234,8.4939824
Wieslergasse,residential,47.403794,8.4964665
Albisriederstrasse,secondary,47.3738022,8.4817363
Birmensdorferstrasse,secondary,47.3699207,8.4786427
Birmensdorferstrasse,secondary,47.3687653,8.4832121
Engimattstrasse,residential,47.3604736,8.5246088
Neugutstrasse,residential,47.3590443,8.5255216
Rieterplatz,residential,47.3565648,8.526595
Rieterplatz,residential,47.3563005,8.5265797
Rieterstrasse,residential,47.360952,8.5255895
Schulhausstrasse,residential,47.3611758,8.5321799
Waffenplatzstrasse,tertiary,47.355027,8.5268593
Katharinenweg,residential,47.3609232,8.5285096
Schulhausstrasse,residential,47.3613696,8.5301656
Steinhaldenstrasse,residential,47.3580858,8.5280294
Bircher-Benner-Platz,secondary,47.3754968,8.563952
Hofstrasse,secondary,47.3758426,8.5657632
Hofstrasse,residential,47.3753523,8.5636108
Schneckenmannstrasse,secondary,47.3754643,8.5626258
Pfingstweidstrasse,primary,47.3897037,8.5115456
Bürkliplatz,secondary_link,47.3666111,8.5418731
Haldenstrasse,residential,47.3660218,8.5158565
Haldenstrasse,residential,47.3666815,8.5154599
Burstwiesenstrasse,residential,47.3706029,8.5081036
Altenhofstrasse,residential,47.3542623,8.5601671
Arosastrasse,residential,47.3521474,8.5605895
Dufourstrasse,residential,47.3643494,8.5472795
Holbeinstrasse,residential,47.3641257,8.5495969
Hornbachstrasse,residential,47.3547945,8.553803
Höschgasse,secondary,47.3585913,8.5570032
Klarastrasse,residential,47.3640907,8.5503036
Klarastrasse,residential,47.3637475,8.5506273
Mühlebachstrasse,residential,47.3581466,8.5575471
Münchhaldenstrasse,residential,47.3548437,8.5587273
Seehofstrasse,residential,47.3640086,8.547082
Seehofstrasse,residential,47.3644199,8.5485047
Seerosenstrasse,residential,47.3631756,8.5476584
Zimmergasse,residential,47.363172,8.55077
Falkenstrasse,secondary,47.3647108,8.5473468
Schulhausstrasse,residential,47.3608509,8.530429
Schulhausstrasse,residential,47.360395,8.5261918
Zypressenstrasse,residential,47.3791583,8.5154306
Zypressenstrasse,residential,47.380423,8.5172162
Spindelstrasse,residential,47.3394009,8.5179415
Zwyssigstrasse,residential,47.3839837,8.4852604
Badenerstrasse,secondary,47.3938068,8.4722419
Badenerstrasse,secondary,47.3939315,8.4722941
Ohne Namen,secondary,47.3937602,8.4725423
Micafilstrasse,residential,47.3925845,8.4782948
In der Looren,residential,47.3644204,8.5953812
Zweierstrasse,secondary,47.3704779,8.5189546
Gladbachstrasse,tertiary,47.3830568,8.5502643
Seestrasse,primary,47.3346299,8.5420589
Gemeindestrasse,residential,47.3692243,8.5545239
Altstetterstrasse,tertiary,47.3883903,8.4867042
Europabrücke,tertiary,47.3900637,8.4918185
Rehalpstrasse,residential,47.3512677,8.5841502
Aargauerstrasse,secondary,47.392204,8.49395
Aargauerstrasse,secondary,47.3926355,8.4905668
Bändlistrasse,tertiary,47.3975488,8.4817622
Grünauring,residential,47.3964506,8.4859173
Vulkanstrasse,residential,47.3929957,8.4851111
Ilgenstrasse,residential,47.3686055,8.5598734
Rütistrasse,residential,47.3699931,8.5621552
Sennhauserweg,residential,47.3698195,8.5608315
Anwandstrasse,residential,47.3761539,8.5245552
Anwandstrasse,residential,47.377061,8.5219428
Neunbrunnenstrasse,residential,47.4161825,8.5318209
Herzogenmühlestrasse,residential,47.4052101,8.5728754
Opfikonstrasse,residential,47.4151991,8.570077
Opfikonstrasse,residential,47.4135751,8.5721109
Hofstrasse,residential,47.3718355,8.5593399
Inselhofstrasse,residential,47.3575247,8.5567008
Bremgartnerstrasse,residential,47.3724848,8.5209301
Weststrasse,residential,47.3722465,8.5202063
Borrweg,residential,47.360799,8.5052665
Friesenbergstrasse,residential,47.3604699,8.5010167
Friesenbergstrasse,residential,47.3592574,8.4985478
Schweighofstrasse,secondary,47.3647893,8.5027166
Zielweg,residential,47.358627,8.49771
Waffenplatzstrasse,tertiary,47.3617181,8.5263495
Badenerstrasse,tertiary,47.3870168,8.4899833
Luggwegstrasse,tertiary,47.3872853,8.4906815
Technoparkstrasse,residential,47.3892263,8.516106
Schmelzbergstrasse,residential,47.3770342,8.5489464
Tannenstrasse,tertiary,47.3770679,8.5469542
Berninastrasse,residential,47.4040768,8.5456086
Berninastrasse,residential,47.4052549,8.5413291
Bederstrasse,secondary,47.3618861,8.5263617
Gladbachstrasse,tertiary,47.3835485,8.549293
Gladbachstrasse,tertiary,47.3835177,8.5493218
Vogelsangstrasse,tertiary,47.3844017,8.5484402
Waffenplatzstrasse,tertiary,47.3618179,8.5264806
Binzmühlestrasse,tertiary,47.4147002,8.5198183
Binzmühlestrasse,tertiary,47.4148065,8.519536
Stiglenstrasse,residential,47.4268016,8.5549056
Erismannstrasse,residential,47.3801398,8.5194812
Hohlstrasse,tertiary,47.3828247,8.5154691
Hohlstrasse,primary,47.3808285,8.5188887
Hohlstrasse,primary,47.3823868,8.5157041
Hohlstrasse,tertiary,47.3831368,8.5142049
Hohlstrasse,tertiary,47.3830914,8.5149138
Hohlstrasse,primary,47.3830047,8.5148626
Besenrainstrasse,residential,47.3444682,8.5274191
Schwertstrasse,residential,47.4001055,8.5047957
Kornhausbrücke,tertiary,47.3851338,8.5323725
Uetlibergstrasse,residential,47.3520664,8.5054781
Gartenstrasse,residential,47.3677703,8.53179
Gartenstrasse,residential,47.3679286,8.532217
Josefstrasse,residential,47.3815193,8.5330259
Gasometerstrasse,residential,47.3851617,8.5301225
Herdernstrasse,tertiary,47.3839146,8.506952
Hohlstrasse,tertiary,47.3850073,8.5086205
Albisstrasse,secondary,47.3404057,8.530094
Albisstrasse,secondary,47.3333201,8.5299265
Erligatterweg,residential,47.332918,8.5328843
Mythenquai,secondary,47.3619434,8.5353066
General-Guisan-Quai,secondary,47.3628271,8.5352364
General-Guisan-Quai,secondary,47.3638368,8.5356886
Tödistrasse,residential,47.366361,8.5345745
Steinstrasse,tertiary,47.3664189,8.5207915
Schaffhauserstrasse,primary,47.3993301,8.5423725
Lavaterstrasse,residential,47.3634835,8.5321164
Jungholzstrasse,residential,47.4133929,8.5441863
Kapfsteig,residential,47.3605324,8.5700147
Sempacherstrasse,residential,47.3598706,8.5695684
Im Laubegg,residential,47.3584653,8.5161503
Ohne Namen,secondary_link,47.3281662,8.5295945
Rebbergstrasse,residential,47.3982804,8.5118871
Wehntalerstrasse,primary,47.4142989,8.5183434
Wehntalerstrasse,primary,47.413381,8.5211764
Bucheggstrasse,primary,47.3985796,8.5393384
Bucheggstrasse,primary,47.3990125,8.5421519
Bucheggstrasse,primary,47.3987397,8.5402326
Ueberlandstrasse,primary,47.403655,8.5561134
Ohne Namen,primary,47.400081,8.5469269
Birchstrasse,secondary,47.4100455,8.537956
Birchstrasse,secondary,47.4091649,8.537475
Regensbergstrasse,tertiary,47.4096471,8.537291
Birchstrasse,secondary,47.4065003,8.5359226
Bernerstrasse,primary,47.3980194,8.4742716
Bernerstrasse,primary,47.3986586,8.4718708
Manessestrasse,primary,47.3691055,8.5277167
Seebahnstrasse,primary,47.3747453,8.5188409
Kappelistrasse,residential,47.3536705,8.531519
Rautistrasse,tertiary,47.3829913,8.4853818
Eugen-Huber-Strasse,residential,47.3846968,8.4861217
Neugutstrasse,residential,47.3592089,8.5273263
Waffenplatzstrasse,tertiary,47.3602014,8.5267019
Birchstrasse,residential,47.414046,8.5379123
Ellen-Widmann-Weg,residential,47.4147554,8.5392901
Am Wasser,tertiary,47.3952117,8.5093568
Affolternstrasse,tertiary,47.4235908,8.4894828
Naglerwiesenstrasse,residential,47.412507,8.4836587
Regensdorferstrasse,tertiary,47.4129481,8.4836892
Limmattalstrasse,secondary,47.4040973,8.4853734
Limmattalstrasse,tertiary,47.4039005,8.4856307
Limmattalstrasse,tertiary,47.4037788,8.4859737
Limmattalstrasse,tertiary,47.4036597,8.4865401
Limmattalstrasse,secondary,47.4038745,8.4858432
Winzerstrasse,tertiary,47.403752,8.4857918
Hardeggstrasse,residential,47.3964242,8.5032653
Thurgauerstrasse,secondary,47.4109421,8.5503618
Haldenbachstrasse,residential,47.3806484,8.5488238
Turbinenstrasse,residential,47.3870642,8.514757
Hirschwiesenstrasse,primary,47.3995658,8.542697
Tramstrasse,residential,47.4088329,8.5574919
Ohmstrasse,residential,47.4103102,8.5460437
Duttweilerbrücke,tertiary_link,47.3852093,8.5087493
General-Guisan-Quai,secondary,47.3651262,8.5382936
General-Guisan-Quai,secondary,47.3647433,8.537528
General-Guisan-Quai,secondary,47.364417,8.5368746
Sihlhölzlistrasse,tertiary,47.3686049,8.528842
Stauffacherquai,tertiary,47.370185,8.5293716
Tunnelstrasse,primary,47.3687724,8.528743
Neumühlequai,tertiary,47.3792363,8.5422887
Ohne Namen,primary,47.3516339,8.5255944
Bucheggstrasse,tertiary,47.3980451,8.5358989
Grossmannstrasse,residential,47.3978283,8.5036583
Riedgrabenweg,residential,47.4125589,8.5587017
Schaffhauserstrasse,primary,47.3999096,8.5431468
Ohne Namen,primary,47.3998656,8.544573
Gladbachstrasse,tertiary,47.3788627,8.5564958
Seilergraben,tertiary,47.3735083,8.5468289
Ohne Namen,primary,47.4000839,8.5455086
Hirschwiesenstrasse,primary,47.3996562,8.5431072
Schaffhauserstrasse,tertiary,47.3985771,8.5421044
Schaffhauserstrasse,tertiary,47.3967115,8.540929
Schaffhauserstrasse,tertiary,47.3957567,8.540308
Schaffhauserstrasse,tertiary,47.3935533,8.539264
Schaffhauserstrasse,tertiary,47.3932264,8.539179
Schaffhauserstrasse,tertiary,47.3973957,8.5412121
Schaffhauserstrasse,tertiary,47.3962925,8.5406582
Riedgrabenweg,residential,47.405031,8.5584247
Limmattalstrasse,tertiary,47.4038487,8.4861949
Vorhaldenstrasse,residential,47.4009341,8.4940727
Winzerstrasse,secondary,47.400734,8.4923564
Badenerstrasse,tertiary,47.386437,8.4913882
Badenerstrasse,tertiary,47.383121,8.4995427
Badenerstrasse,tertiary,47.3868562,8.4902192
Badenerstrasse,tertiary,47.385063,8.494945
Winzerstrasse,secondary,47.4038244,8.4856049
Emil-Klöti-Strasse,tertiary,47.4103821,8.5053388
Emil-Klöti-Strasse,tertiary,47.4063824,8.5040204
Glaubtenstrasse,tertiary,47.4138141,8.518661
Aargauerstrasse,tertiary,47.392191,8.4984174
Pfingstweidbrücke,primary,47.3937836,8.4991628
Ohne Namen,tertiary,47.3925968,8.5024849
Duttweilerbrücke,tertiary_link,47.3896635,8.5114833
Pfingstweidstrasse,primary_link,47.3936218,8.5019788
Langstrasse,tertiary,47.3798982,8.5278461
Mühlackerstrasse,residential,47.4242383,8.5026351
Ueberlandstrasse,tertiary,47.4048966,8.5571947
Franklinstrasse,tertiary,47.4091346,8.5451936
Aegertenstrasse,residential,47.3689416,8.5230538
Aegertenstrasse,residential,47.3685104,8.5235289
Hardturmstrasse,residential,47.3931038,8.5112303
Herostrasse,residential,47.3933203,8.4867756
Leonhard-Ragaz-Weg,residential,47.3708675,8.5085636
Badenerstrasse,tertiary,47.3927536,8.4751464
Fritschistrasse,residential,47.3766563,8.5136646
Schaufelbergerstrasse,tertiary,47.3693966,8.5015059
Central,tertiary,47.3770242,8.5439994
Stampfenbachstrasse,tertiary,47.3790181,8.5433222
Schwamendingenstrasse,tertiary,47.4060768,8.5529039
Merkurstrasse,secondary,47.3660306,8.5528426
Zeltweg,tertiary,47.3666848,8.5535217
Hardgutstrasse,residential,47.3832907,8.5014406
Katzenbachstrasse,residential,47.4240357,8.5437643
Kirchenfeld,residential,47.4224801,8.5461635
Katzenbachstrasse,residential,47.4213012,8.5493861
Katzenbachstrasse,residential,47.4245267,8.5425564
Katzenbachstrasse,residential,47.4217512,8.5485382
Winterthurerstrasse,primary,47.4038819,8.5655224
Ahornstrasse,residential,47.4031969,8.5674339
Bocklerstrasse,residential,47.4029663,8.5693863
Winterthurerstrasse,primary,47.4037807,8.5706585
Therese-Giehse-Strasse,residential,47.4127095,8.5418033
Röschibachstrasse,residential,47.3933664,8.5266694
Badenerstrasse,tertiary,47.389429,8.4820411
Luggwegstrasse,tertiary,47.3879549,8.4909296
Luggwegstrasse,tertiary,47.386843,8.4905155
Saumackerstrasse,residential,47.3882717,8.48868
Badenerstrasse,tertiary,47.3871886,8.4888511
Schlossgasse,secondary,47.3692674,8.5199629
Zürichbergstrasse,residential,47.3846739,8.5772234
Zürichbergstrasse,residential,47.3843038,8.5757584
Grünauring,residential,47.3966659,8.48641
Zielweg,residential,47.3587789,8.4975395
Bleulerstrasse,residential,47.3478001,8.5712836
Im Walder,residential,47.3475891,8.5745193
Neumünsterstrasse,secondary,47.3615253,8.5598493
Neumünsterstrasse,secondary,47.360946,8.5581585
Ankerstrasse,residential,47.37464,8.5255394
Grüngasse,residential,47.3740242,8.5244217
Birmensdorferstrasse,secondary,47.3702773,8.5144056
Birmensdorferstrasse,secondary,47.3702877,8.5134703
Birmensdorferstrasse,secondary,47.3703672,8.5138136
Goldbrunnenstrasse,tertiary,47.3699992,8.5135157
Goldbrunnenstrasse,residential,47.3703369,8.5130931
Kalkbreitestrasse,tertiary,47.370488,8.5140601
Ohne Namen,secondary_link,47.3703295,8.5142926
Sihlfeldstrasse,residential,47.3733027,8.5173178
Thurgauerstrasse,secondary,47.4135213,8.5506611
Allmendstrasse,secondary_link,47.3574005,8.521484
Giesshübelstrasse,secondary,47.3578623,8.5205437
Giesshübelstrasse,primary,47.3598044,8.5226695
Giesshübelstrasse,secondary,47.3577662,8.5205927
Giesshübelstrasse,secondary,47.3581152,8.519786
Giesshübelstrasse,primary,47.3579527,8.5218666
Giesshübelstrasse,primary,47.3585881,8.5219436
Allmendstrasse,secondary_link,47.3576729,8.5215518
Allmendstrasse,secondary_link,47.3573957,8.5218221
Frankentalerstrasse,secondary,47.4134186,8.4803214
Geeringstrasse,residential,47.414459,8.4805141
Freyastrasse,residential,47.3721517,8.5240929
Freyastrasse,residential,47.3716913,8.5245861
Bahnhofquai,tertiary,47.3778286,8.5419183
Ankerstrasse,residential,47.3725797,8.5238823
Morgartenstrasse,residential,47.3712503,8.5293361
Hofwiesenstrasse,residential,47.4106738,8.542696
Franklinstrasse,tertiary,47.4103375,8.5422926
Franklinstrasse,tertiary,47.4102889,8.5421843
Birmensdorferstrasse,secondary,47.3681475,8.4950552
Triemlistrasse,tertiary,47.3680079,8.4946791
Triemlistrasse,tertiary,47.3681474,8.4948724
Winzerstrasse,secondary,47.4035889,8.4858667
Buchholzstrasse,residential,47.3602481,8.5866819
General-Wille-Strasse,tertiary,47.3635608,8.5327411
Schaffhauserstrasse,primary,47.4196321,8.5481973
Limmatquai,residential,47.3695303,8.5434509
Giesshübelstrasse,secondary,47.3587232,8.5172789
Badenerstrasse,tertiary,47.3774676,8.5121353
Bertastrasse,residential,47.3755489,8.5163792
Forchstrasse,secondary,47.3521857,8.5781801
Bertastrasse,residential,47.3711321,8.5101049
Gutstrasse,secondary,47.3701315,8.5097987
Zurlindenstrasse,tertiary,47.3699584,8.5200047
Manessestrasse,primary,47.3629834,8.522242
Schlossgasse,tertiary,47.3697018,8.5201511
Ohne Namen,residential,47.3625332,8.5170642
Gessnerbrücke,tertiary,47.3764216,8.5349283
Kasernenstrasse,tertiary,47.3765208,8.5346605
Leonhardstrasse,tertiary,47.3793409,8.5444615
Weinbergstrasse,tertiary,47.3849764,8.5424919
Bleicherweg,residential,47.3691745,8.5381978
Talacker,residential,47.3695547,8.5384909
Albisriederstrasse,secondary,47.3782347,8.5097221
Gloriastrasse,tertiary,47.3760509,8.5569854
Hottingerstrasse,secondary,47.3701231,8.5510431
Gloriastrasse,tertiary,47.3765723,8.5530016
Hofwiesenstrasse,tertiary,47.4074739,8.5384136
Schärenmoosstrasse,residential,47.419539,8.5558523
Hegibachplatz,secondary,47.3618158,8.5609595
Oetenbachgasse,residential,47.3739727,8.5395856
Naphtastrasse,residential,47.3867646,8.516097
Giblenstrasse,residential,47.4107489,8.485404
Spiserstrasse,residential,47.379139,8.4938484
Forchstrasse,secondary,47.3509968,8.5804295
Wydäckerring,residential,47.371133,8.4934114
Wydäckerring,residential,47.3701001,8.4945775
In der Breiti,residential,47.3773056,8.4846484
Panweg,residential,47.3817723,8.5478699
Hegianwandweg,residential,47.3575114,8.5136521
Hegianwandweg,residential,47.35693,8.511994
Frauentalweg,residential,47.3553697,8.512766
Bachtobelstrasse,residential,47.360149,8.5140888
Arbentalstrasse,residential,47.3559664,8.5117213
Limmatstrasse,residential,47.3812397,8.5361924
Schlossgasse,secondary,47.3696331,8.5202641
Kalkbreitestrasse,tertiary,47.3704917,8.5141858
Eisfeldstrasse,residential,47.4150018,8.546085
Friesstrasse,primary,47.41521,8.5465886
Ueberlandstrasse,primary,47.4060276,8.5899418
Dübendorfstrasse,tertiary,47.3970033,8.5948954
Stettbachstrasse,residential,47.4009863,8.5801626
Walchestrasse,residential,47.3823312,8.5409417
Zelgstrasse,residential,47.3678493,8.521906
Zelgstrasse,residential,47.3683564,8.5213505
Hegianwandweg,residential,47.3558683,8.5085253
Wolframplatz,residential,47.3620057,8.522191
Wolframplatz,residential,47.3620519,8.5217287
Mythenquai,secondary,47.3597761,8.5354531
Mythenquai,secondary,47.3608335,8.5353823
Forchstrasse,secondary,47.3580532,8.5716941
Forchstrasse,secondary,47.3591227,8.570205
Regensbergstrasse,residential,47.4055975,8.5501052
St. Peterstrasse,residential,47.3711242,8.5393154
St. Peterstrasse,residential,47.3710365,8.5382768
Bahnhofstrasse,residential,47.3713128,8.5386921
Bahnhofstrasse,residential,47.3708872,8.5388527
Bahnhofstrasse,residential,47.3725182,8.5383082
Bahnhofstrasse,residential,47.3730326,8.5382801
Soldanellastrasse,residential,47.3832407,8.4981058
Fellenbergstrasse,residential,47.3757116,8.4885641
Birchstrasse,residential,47.4263308,8.5437726
Vogtsrain,residential,47.4034092,8.5005419
Dialogweg,residential,47.4141597,8.5596011
Hirschwiesenstrasse,tertiary,47.3995053,8.5426693
Hirschwiesentunnel,primary,47.3994524,8.5429855
Albisstrasse,secondary,47.3447249,8.5332278
Albisstrasse,secondary,47.344753,8.5331396
Seestrasse,tertiary,47.3451376,8.533529
Buchrainstrasse,tertiary,47.3735364,8.6043823
Duttweilerstrasse,primary,47.3906857,8.5128687
Pfingstweidstrasse,primary,47.3897038,8.5119262
Wolframplatz,residential,47.361588,8.5216018
Seestrasse,tertiary,47.3642219,8.5313342
Heinrichstrasse,residential,47.3870326,8.5263872
Heinrichstrasse,residential,47.3865665,8.5273602
Hegianwandweg,residential,47.3553479,8.5074694
Hegianwandweg,residential,47.3557868,8.5085663
Adolf-Lüchinger-Strasse,residential,47.3557845,8.5083544
Adolf-Lüchinger-Strasse,residential,47.3558706,8.5087372
Binzmühlestrasse,tertiary,47.4138851,8.5474902
Binzmühlestrasse,tertiary,47.4138383,8.5469602
Birmensdorferstrasse,secondary,47.3695505,8.4668993
Birmensdorferstrasse,secondary,47.3708369,8.4729847
Birmensdorferstrasse,secondary,47.3706087,8.4699157
Birmensdorferstrasse,secondary,47.3700412,8.4682421
Loorenstrasse,residential,47.3638815,8.5916974
Schulstrasse,residential,47.4088876,8.5443767
Forchstrasse,secondary,47.3508276,8.5836426
Im Tiergarten,residential,47.3654293,8.5123283
Im Tiergarten,residential,47.3663325,8.5126026
Schanzengasse,residential,47.3679165,8.5499528
Promenadengasse,residential,47.3687673,8.5495424
Südstrasse,residential,47.3495255,8.5682308
Südstrasse,residential,47.3490291,8.5687126
Glaubtenstrasse,tertiary,47.4126455,8.5141126
Brandschenkestrasse,tertiary,47.3687971,8.5315386
Manessestrasse,primary,47.369363,8.5269827
Manessestrasse,primary,47.3686335,8.52452
Schimmelstrasse,primary,47.3706674,8.5244783
Baslerstrasse,residential,47.3861102,8.4976763
Baslerstrasse,residential,47.3862465,8.4972123
Baslerstrasse,residential,47.3865874,8.4960629
Baslerstrasse,residential,47.3884421,8.4905149
Baslerstrasse,residential,47.3856379,8.4992863
Baslerstrasse,residential,47.3876964,8.492572
Badenerstrasse,tertiary,47.3764846,8.5145477
Badenerstrasse,tertiary,47.3743034,8.5246104
Badenerstrasse,tertiary,47.3752216,8.5182393
Badenerstrasse,tertiary,47.3742469,8.5245796
Badenerstrasse,tertiary,47.3756149,8.5164647
Badenerstrasse,tertiary,47.3746256,8.5210125
Badenerstrasse,tertiary,47.3740705,8.5256598
Badenerstrasse,tertiary,47.374025,8.5256289
Hohlstrasse,tertiary,47.3798313,8.5210169
Hohlstrasse,tertiary,47.3799361,8.5207912
Hohlstrasse,tertiary,47.3797221,8.5212916
Seebahnstrasse,primary,47.3729559,8.520684
Frankentalerstrasse,secondary,47.4064073,8.4810337
Frankentalerstrasse,secondary,47.4075252,8.4787834
Frankentalerstrasse,secondary,47.4139072,8.4822307
Frankentalerstrasse,secondary,47.4070586,8.480423
Frankentalerstrasse,secondary,47.4118218,8.4789306
Frankentalerstrasse,secondary_link,47.41396,8.4832214
Frankentalerstrasse,secondary,47.4096716,8.4793835
Frankentalerstrasse,secondary,47.4142092,8.4831943
Regensdorferstrasse,secondary,47.4152522,8.4834126
Regensdorferstrasse,secondary,47.4193216,8.4828211
Regensdorferstrasse,tertiary,47.4137034,8.4835953
