Strassenname,Strassentyp,Breitengrad,Laengengrad
Regensdorferstrasse,tertiary,47.4140955,8.4835559
Zürcherstrasse,secondary,47.4053538,8.4761716
Am Wasser,tertiary,47.3994511,8.4972087
Europabrücke,secondary,47.3990683,8.4951511
Meierwiesenstrasse,tertiary,47.3984892,8.4945142
Winzerstrasse,secondary,47.3999326,8.4948706
Winzerstrasse,secondary,47.4029107,8.4868085
Winzerstrasse,secondary,47.4017806,8.4891083
Hohlstrasse,tertiary,47.3820313,8.5161874
Hohlstrasse,primary,47.3806997,8.5188467
Lindenhofstrasse,residential,47.3749014,8.5406371
Lindenhofstrasse,residential,47.3751954,8.5409053
Agnesstrasse,residential,47.3773168,8.5155399
Hardstrasse,tertiary,47.3881483,8.5199367
Hardstrasse,tertiary,47.3911595,8.5226965
Hardstrasse,tertiary,47.3907059,8.5220398
Hardstrasse,tertiary,47.3867245,8.5186561
Hardturmstrasse,tertiary,47.3909246,8.5219204
Hardturmstrasse,tertiary,47.3909169,8.5213909
Hardstrasse,tertiary,47.3906304,8.5220924
Hardstrasse,tertiary,47.3903395,8.5219107
Zöllystrasse,tertiary,47.3908277,8.5231267
Sihlquai,tertiary,47.3902951,8.5254825
Sihlquai,tertiary,47.3901298,8.5256636
Hardstrasse,tertiary,47.3908711,8.5221007
Escher-Wyss-Platz,tertiary,47.391138,8.5228047
Sihlquai,tertiary,47.3910136,8.5230527
Sihlquai,tertiary,47.3907987,8.524013
Wipkingerplatz,tertiary,47.3923398,8.5242242
Hardturmstrasse,primary,47.3914167,8.5199007
Wipkingerplatz,tertiary,47.3923795,8.5237319
Hardstrasse,tertiary,47.3909594,8.522495
Hardstrasse,tertiary,47.390797,8.5221363
Hardstrasse,tertiary,47.3895971,8.5214203
Würzgrabenstrasse,secondary,47.3932638,8.4944559
Würzgrabenstrasse,secondary,47.3925957,8.4946344
Würzgrabenstrasse,secondary,47.3933068,8.4931823
Pfingstweidstrasse,primary,47.3880964,8.5173596
Pfingstweidstrasse,primary,47.3872117,8.5189769
Sihlquai,tertiary,47.3900823,8.5258084
Pfingstweidstrasse,primary,47.3871381,8.5191316
Walchestrasse,tertiary,47.3792104,8.5426715
Bahnhofquai,tertiary,47.3785324,8.5413894
Bahnhofquai,tertiary,47.3784011,8.5414136
Limmattalstrasse,secondary,47.405199,8.4780647
Wehntalerstrasse,primary,47.426131,8.4933353
Wehntalerstrasse,primary,47.4272507,8.4912051
Wehntalerstrasse,primary,47.4256446,8.4941273
Wehntalerstrasse,primary,47.4239177,8.4970649
Ohne Namen,primary_link,47.4258584,8.4936955
Börsenstrasse,residential,47.3679851,8.5405439
Poststrasse,residential,47.3696907,8.5400473
Hardstrasse,tertiary,47.391064,8.5223895
Utoquai,primary,47.367058,8.544319
Utoquai,secondary_link,47.3671117,8.5442229
Heinrichstrasse,residential,47.3889644,8.5224451
Hardstrasse,tertiary,47.3897295,8.5214591
Escher-Wyss-Platz,tertiary,47.3911078,8.5228158
Badenerstrasse,tertiary,47.3745882,8.5209925
Sihlporte,tertiary,47.3726308,8.5345393
Stauffacherstrasse,tertiary,47.3742934,8.5281984
Stauffacherstrasse,tertiary,47.3736039,8.5288791
Winterthurerstrasse,primary,47.4041629,8.5728185
Erismannstrasse,residential,47.3797798,8.5191109
Hohlstrasse,primary_link,47.3811115,8.5179892
Escher-Wyss-Platz,tertiary,47.3910444,8.5228737
Käshaldenstrasse,tertiary,47.4300589,8.5393833
Brunnwiesenstrasse,residential,47.4001435,8.5055432
Brunnwiesenstrasse,residential,47.3998888,8.5061368
Horngasse,residential,47.3350616,8.5423135
Winterthurerstrasse,primary,47.3968703,8.5459598
Segantinistrasse,residential,47.4070869,8.4926808
Altstetterstrasse,tertiary,47.3841509,8.4845032
Rautistrasse,tertiary,47.3832888,8.48435
Regensdorferstrasse,secondary,47.414638,8.4833622
Frankentalerstrasse,secondary,47.414204,8.4830675
Regensdorferstrasse,secondary,47.4150185,8.4834382
Rautistrasse,tertiary,47.3826589,8.4865696
Rautistrasse,tertiary,47.3823985,8.4875853
Luggwegstrasse,tertiary,47.3846541,8.4893609
Luggwegstrasse,tertiary,47.3840543,8.4890329
Luggwegstrasse,tertiary,47.3857878,8.4899587
Utoquai,primary,47.3633433,8.5467342
Allmendstrasse,secondary_link,47.3576188,8.5216388
Allmendstrasse,primary,47.3574413,8.5216522
Giesshübelstrasse,secondary,47.3575673,8.521633
Giesshübelstrasse,secondary,47.3577152,8.521802
Hardstrasse,secondary,47.3791434,8.5112118
Ankerstrasse,residential,47.3764942,8.5282846
Stauffacherstrasse,tertiary,47.3757129,8.5266826
Hardstrasse,tertiary,47.3900278,8.5216579
Hardturmstrasse,tertiary,47.3909844,8.5213936
Hardturmstrasse,tertiary,47.3911647,8.5206567
Hardturmstrasse,tertiary,47.3910918,8.5209441
Hardturmstrasse,tertiary,47.3913078,8.5202262
Werdhölzlistrasse,residential,47.3915089,8.4814472
Stampfenbrunnenstrasse,residential,47.3877035,8.4795274
Gallusstrasse,residential,47.3858239,8.5396233
Nansenstrasse,residential,47.4109887,8.5453752
Buchzelgstrasse,residential,47.3600858,8.5914107
Mutschellenstrasse,tertiary,47.3541541,8.5269356
Albisriederstrasse,secondary,47.3757664,8.4882786
Albisriederstrasse,secondary,47.3758392,8.4882008
Albisriederstrasse,secondary,47.3756537,8.4877364
Albisriederstrasse,secondary,47.375472,8.4862564
Fellenbergstrasse,residential,47.3748837,8.4931504
Asylstrasse,secondary,47.3646445,8.5661786
Langwiesstrasse,residential,47.4109959,8.5365065
Birchstrasse,residential,47.4134174,8.5378377
Bellerivestrasse,primary,47.3542724,8.5531995
Pfingstweidstrasse,primary_link,47.3937581,8.5018761
Wipkingerplatz,tertiary,47.392801,8.5227658
Seebahnstrasse,primary,47.3741847,8.5191618
Schaffhauserstrasse,primary,47.3996708,8.5428796
Bederstrasse,secondary,47.3605166,8.5241584
Edenstrasse,residential,47.3600142,8.5224743
Flössergasse,residential,47.3698417,8.531563
Freigutstrasse,residential,47.3686646,8.5305401
Pelikanstrasse,residential,47.3706048,8.5350527
Bahnhofstrasse,tertiary,47.374212,8.5385908
Fraumünsterstrasse,residential,47.367998,8.5411259
Fraumünsterstrasse,residential,47.3694656,8.5406806
Limmatquai,residential,47.3700343,8.5433523
Löwenstrasse,residential,47.3743156,8.5356735
Löwenstrasse,residential,47.3749925,8.5363494
Münsterhof,residential,47.369889,8.5419847
Oetenbachgasse,residential,47.3743925,8.5415532
Sihlstrasse,tertiary,47.3738251,8.5377077
Stadthausquai,residential,47.3698351,8.5418771
Steinmühleplatz,residential,47.373829,8.5368866
Steinmühleplatz,residential,47.3739956,8.5365633
Uraniastrasse,tertiary,47.3744307,8.5416169
Rudolf-Brun-Brücke,tertiary,47.3743966,8.5423666
Usteristrasse,tertiary,47.3757125,8.5369682
Bullingerstrasse,residential,47.3817775,8.5095175
Uraniastrasse,tertiary,47.3743941,8.5368787
Ebelstrasse,residential,47.3751053,8.5663329
Titlisstrasse,residential,47.3708864,8.5648292
Rötelstrasse,tertiary,47.3941617,8.5332959
Pfingstweidstrasse,primary,47.3890584,8.5148611
Pfingstweidstrasse,primary,47.3882503,8.5167527
Pfingstweidstrasse,primary,47.3894602,8.5132176
Pfingstweidstrasse,primary,47.3889155,8.5150401
Pfingstweidstrasse,primary,47.3885796,8.5162794
Hirschengraben,tertiary,47.3727806,8.5473882
Zollstrasse,residential,47.3812257,8.5314875
Zollstrasse,residential,47.3815833,8.5303373
Vulkanstrasse,residential,47.396974,8.4700422
Zimmergasse,residential,47.3623503,8.551351
Binzmühlestrasse,tertiary,47.4147163,8.5195751
Wasserwerkstrasse,tertiary,47.3861257,8.5353953
Rousseaustrasse,tertiary,47.3863713,8.5354158
Tuggenerstrasse,residential,47.3578375,8.5552458
Tuggenerstrasse,residential,47.3575417,8.5551984
Regensbergstrasse,tertiary,47.4109087,8.5303334
Hainerweg,residential,47.3622728,8.5581516
Ueberlandstrasse,secondary,47.4052614,8.5930983
Ueberlandstrasse,secondary,47.4045319,8.595273
Neue Winterthurerstrasse,primary,47.4060725,8.5909633
Ueberlandstrasse,primary,47.4065368,8.5887325
Mantelgasse,residential,47.3563676,8.5575895
Pfingstweidstrasse,primary,47.3908988,8.507898
Neufrankengasse,tertiary,47.3807802,8.5253682
Dreispitz,residential,47.4090834,8.5663988
Wehntalerstrasse,primary,47.4208414,8.5023589
Engimattstrasse,residential,47.3582746,8.525346
Eggbühlstrasse,residential,47.416285,8.5444527
Birchstrasse,residential,47.4175062,8.5383457
Herbstweg,residential,47.4071418,8.5641606
Technoparkstrasse,residential,47.3887334,8.5157757
Burriweg,residential,47.4092129,8.5623941
Rosengartenstrasse,tertiary,47.3927434,8.5239882
Rötelstrasse,tertiary,47.3973752,8.5325009
Rosengartenstrasse,tertiary,47.3930819,8.5243463
Rosengartenstrasse,tertiary,47.3934582,8.5245784
Bucheggstrasse,primary,47.3965693,8.5289065
Utoquai,secondary_link,47.3667641,8.5446829
Rämistrasse,secondary,47.3674945,8.5451506
Bucheggstrasse,primary,47.397354,8.5314746
Bucheggstrasse,tertiary,47.3975187,8.531773
Rötelstrasse,tertiary,47.3978616,8.5324906
Bucheggstrasse,primary,47.3969927,8.5302228
Scheffelstrasse,residential,47.3961604,8.5300983
Wibichstrasse,residential,47.3962883,8.5311139
Rosengartenstrasse,primary,47.3955983,8.5266644
Rosengartenstrasse,tertiary,47.3945569,8.525549
Rosengartenstrasse,primary,47.3943032,8.525307
Geibelstrasse,residential,47.3949772,8.5289824
Rosengartenstrasse,residential,47.3960268,8.5275095
Tièchestrasse,tertiary,47.3980356,8.5322857
Tièchestrasse,tertiary,47.3981106,8.5322261
Bucheggstrasse,tertiary,47.398268,8.53427
Bucheggstrasse,tertiary,47.3976019,8.5327724
Bucheggplatz,tertiary,47.3979016,8.5326197
Hofwiesenstrasse,tertiary,47.4001206,8.5338335
Hofwiesenstrasse,tertiary,47.3990478,8.5332921
Bucheggplatz,tertiary,47.3982474,8.5342084
Burenweg,residential,47.3565915,8.5805841
Bellerivestrasse,primary,47.3463074,8.5645397
Bucheggstrasse,tertiary,47.3973419,8.5319033
Bucheggstrasse,tertiary,47.3971938,8.5308295
Nordstrasse,tertiary,47.3936752,8.5288664
Forchstrasse,secondary,47.3510543,8.5804295
Bernerstrasse Nord,primary_link,47.3938207,8.5012874
Hardbrücke,primary,47.3933356,8.5246763
Hardbrücke,primary,47.3849144,8.5167846
Hardbrücke,primary,47.3837607,8.5157977
Bucheggstrasse,tertiary,47.3978662,8.5339276
Allmannstrasse,residential,47.4168737,8.5509991
Allmannstrasse,residential,47.4158973,8.549731
Eisfeldstrasse,residential,47.4152151,8.5475819
Grubenackerstrasse,residential,47.4181823,8.5529216
Kosakenweg,residential,47.4166065,8.5490396
Hofwiesenstrasse,tertiary,47.4097702,8.5409581
Hofwiesenstrasse,tertiary,47.4011794,8.5344122
Brunaubrücke,primary,47.3531462,8.5244984
Bucheggstrasse,tertiary,47.3978572,8.5324182
Rötelstrasse,tertiary,47.3965518,8.5323668
Schweighofstrasse,secondary,47.3545734,8.5111763
Bucheggplatz,tertiary,47.3977339,8.5328855
Rötelstrasse,residential,47.3987389,8.532607
Hohlstrasse,primary,47.381605,8.5169172
Feldstrasse,tertiary,47.3788483,8.5233027
Bahnhofplatz,tertiary,47.377112,8.5393641
Heimplatz,tertiary,47.3703103,8.5486529
Hegibachplatz,secondary,47.361559,8.5613909
Hohlstrasse,tertiary,47.3823548,8.5158563
Albisriederplatz,secondary,47.3781101,8.5102427
Albisriederplatz,secondary,47.3781318,8.510636
Albisriederplatz,secondary,47.3783641,8.510429
Zurlindenstrasse,residential,47.377533,8.509835
Hardstrasse,secondary,47.381031,8.5130709
Nordstrasse,tertiary,47.3946174,8.5259417
Rosengartenstrasse,primary,47.3938098,8.5249578
Hardbrücke,primary,47.3837566,8.515654
Rosengartenstrasse,primary,47.3948754,8.5257397
Bederstrasse,secondary,47.3613321,8.5255664
Heinrichstrasse,residential,47.3882709,8.5238569
Heinrichstrasse,residential,47.3878171,8.5247808
Neue Winterthurerstrasse,primary,47.4057592,8.5911166
Neue Winterthurerstrasse,primary,47.4068165,8.5918613
Klosbachstrasse,tertiary,47.3668478,8.5583944
Witikonerstrasse,secondary,47.3615519,8.5731606
Witikonerstrasse,secondary,47.3610886,8.5711632
Witikonerstrasse,secondary,47.3615666,8.5700009
Witikonerstrasse,secondary,47.3584677,8.5835119
Gotthelfstrasse,residential,47.368633,8.5208231
Teufwiesenstrasse,residential,47.425618,8.5112783
Birmensdorferstrasse,residential,47.366229,8.4970567
Birmensdorferstrasse,residential,47.3662101,8.4967602
Paul-Clairmont-Strasse,residential,47.3666056,8.4983375
Paul-Clairmont-Strasse,residential,47.3652431,8.5015854
Schweighofstrasse,secondary,47.366839,8.5019529
Hohlstrasse,tertiary,47.3910194,8.4884286
Riedtlistrasse,tertiary,47.3869293,8.5468059
Schoeckstrasse,primary,47.3665578,8.54546
Utoquai,primary,47.3662791,8.5449814
Theaterstrasse,primary,47.3668122,8.5457938
Theaterstrasse,primary_link,47.3674124,8.5452903
Tièchestrasse,tertiary,47.3978421,8.5301284
Alfred-Escher-Strasse,primary,47.3652286,8.5326097
Allmendstrasse,primary,47.3527606,8.52487
Giesshübelstrasse,primary,47.35786,8.5216032
Seestrasse,tertiary,47.3650012,8.531548
Quaibrücke,secondary,47.3669374,8.544173
Bürkliplatz,secondary,47.3664529,8.5407869
Limmatstrasse,residential,47.3807696,8.5368281
Bernerstrasse Nord,primary,47.3943517,8.4892822
Hardturmstrasse,residential,47.3938733,8.5055705
Püntstrasse,tertiary,47.3741752,8.4842557
Bahnhofquai,tertiary,47.3781554,8.5414347
Ohne Namen,tertiary,47.3765379,8.5348189
Feldstrasse,tertiary,47.379199,8.5236745
Militärstrasse,tertiary,47.3786027,8.5297899
Bleicherweg,residential,47.3694251,8.5384705
Albisriederplatz,secondary,47.3782458,8.5106649
Talacker,residential,47.3698577,8.5380598
Hohlstrasse,tertiary,47.3855896,8.50668
Hohlstrasse,tertiary,47.385203,8.5079883
Hohlstrasse,tertiary,47.3840493,8.5112941
Hohlstrasse,tertiary,47.3832106,8.5135856
Bernerstrasse Süd,primary,47.3949044,8.4855219
Bernerstrasse Süd,primary_link,47.3936244,8.5014102
Bernerstrasse Nord,primary_link,47.3936647,8.5013277
Wipkingerplatz,tertiary_link,47.3927367,8.5232598
Wipkingerbrücke,tertiary,47.3912476,8.5231118
Klosbachstrasse,residential,47.3684377,8.5617564
Katzenschwanzstrasse,tertiary,47.3694719,8.6007121
Hardbrücke,primary,47.3908021,8.5226443
Hardbrücke,primary,47.3842051,8.516207
Hardbrücke,primary,47.3863984,8.518381
Hardbrücke,primary,47.3850461,8.5170281
Sihlhölzlistrasse,tertiary,47.3689318,8.5290866
Erikastrasse,residential,47.3720182,8.5212633
Weststrasse,residential,47.3716262,8.520973
Hardbrücke,primary,47.3917722,8.5235738
Hardbrücke,primary,47.3927286,8.5243269
Schaffhauserplatz,tertiary,47.3916291,8.5385342
Kasernenstrasse,tertiary,47.3761581,8.5343353
Buchholzrain,residential,47.4275579,8.5444462
Hohlstrasse,primary,47.3800013,8.5207097
Gubelstrasse,residential,47.4084933,8.5436955
Gubelhangstrasse,residential,47.4085147,8.542397
Leonhardstrasse,tertiary,47.3789987,8.5451332
Leonhardstrasse,tertiary,47.3793461,8.5446777
Leonhardstrasse,tertiary,47.3795644,8.544383
Weinbergstrasse,tertiary,47.3795733,8.5442119
Weinbergstrasse,tertiary,47.3813729,8.5438265
Bucheggstrasse,primary,47.3965888,8.5286994
Lehensteig,residential,47.3944493,8.524845
Rosengartenstrasse,primary,47.3961721,8.5271564
Bucheggstrasse,primary,47.3980369,8.5350052
Tièchestrasse,tertiary,47.3980066,8.5317617
Rosengartenstrasse,primary,47.394112,8.5250734
Bucheggstrasse,tertiary,47.3970575,8.5308041
Ohne Namen,primary,47.3977784,8.5334503
Neumühlequai,tertiary,47.3799978,8.5419013
Kornhausstrasse,tertiary,47.3895816,8.5363231
Neumühlequai,tertiary,47.3813846,8.5409333
Moussonstrasse,residential,47.3761199,8.5549995
Brunnenhofstrasse,residential,47.4008183,8.5355017
Brunnenhofstrasse,residential,47.4006716,8.5351463
Seebahnstrasse,primary,47.3711127,8.5233884
Geeringstrasse,residential,47.4148476,8.4757355
Pfingstweidstrasse,primary,47.388306,8.5169153
Pfingstweidstrasse,primary,47.3899104,8.5111856
Pfingstweidstrasse,primary,47.3901119,8.5105112
Pfingstweidstrasse,primary,47.3905154,8.5091801
Pfingstweidstrasse,primary,47.3911681,8.5069835
Pfingstweidstrasse,primary,47.3913572,8.5063461
Pfingstweidstrasse,primary,47.3916945,8.5052156
Pfingstweidstrasse,primary,47.3922635,8.503515
Pfingstweidstrasse,primary,47.391943,8.50438
Neue Hard,primary,47.3867714,8.5199625
Neue Hard,primary,47.386168,8.5212465
Neue Hard,primary,47.3865462,8.5206981
Neue Hard,primary,47.3868814,8.5199332
Hofwiesenstrasse,tertiary,47.3989496,8.5334315
Bucheggplatz,tertiary,47.3982746,8.5324182
Rosengartenstrasse,primary,47.3953947,8.5262563
Opfikonweg,residential,47.4166077,8.5673529
Neue Winterthurerstrasse,primary,47.4063405,8.5913646
Neue Winterthurerstrasse,secondary,47.4057768,8.5910502
Neue Winterthurerstrasse,secondary,47.4061559,8.5912443
Ueberlandstrasse,secondary,47.4058156,8.5911175
Ueberlandstrasse,secondary,47.4049186,8.593916
Ueberlandstrasse,secondary,47.4045839,8.595517
Aubruggstrasse,tertiary,47.4117728,8.5699095
Aubruggstrasse,tertiary,47.4147232,8.5663241
Hagenholzstrasse,tertiary,47.415489,8.5629955
Hagenholzstrasse,tertiary,47.4157623,8.563664
Ueberlandstrasse,secondary,47.4076147,8.584182
Ueberlandstrasse,primary_link,47.4070541,8.5858137
Ueberlandstrasse,tertiary,47.409197,8.5778899
Ueberlandstrasse,primary,47.407161,8.5865341
Ueberlandstrasse,primary,47.4069545,8.5862841
Wipkingerbrücke,tertiary,47.391143,8.522918
Alemannensteig,residential,47.3685669,8.5139708
Haldenstrasse,residential,47.3648099,8.5167477
Imfeldstrasse,residential,47.3920445,8.5301152
Vogelsangstrasse,tertiary,47.3842123,8.5484763
Forchstrasse,secondary,47.3580867,8.5717445
Nordbrücke,tertiary,47.3933801,8.5297644
Nordbrücke,tertiary,47.3933296,8.5299107
Alfred-Escher-Strasse,primary,47.3630723,8.5336488
Seestrasse,tertiary,47.3651924,8.5315891
General-Wille-Strasse,secondary,47.3633924,8.5346197
Seestrasse,secondary,47.3655167,8.5319874
Spirgartenstrasse,residential,47.3865524,8.4830038
Badenerstrasse,tertiary,47.3877734,8.4861394
Spirgartenstrasse,residential,47.3875424,8.4846347
Burenweg,residential,47.3581919,8.5797722
Hohlstrasse,tertiary,47.3886019,8.496453
Hohlstrasse,tertiary,47.3890187,8.4950523
Gloriastrasse,tertiary,47.3747118,8.54976
Dufourstrasse,residential,47.3634366,8.5479964
Falkenstrasse,secondary,47.3644329,8.5466347
Geroldstrasse,primary,47.3856236,8.5202391
Geroldstrasse,tertiary,47.385757,8.5195816
Geroldstrasse,tertiary,47.3861639,8.5185647
Geroldrampe,primary,47.385882,8.5193882
Geroldrampe,primary,47.3858549,8.5189175
Geroldrampe,primary,47.3860914,8.5185767
Hardbrücke,primary,47.3861835,8.5182801
Wehntalerstrasse,primary,47.4265636,8.4923828
Wehntalerstrasse,primary,47.4260644,8.493235
Wehntalerstrasse,primary,47.4256354,8.4940433
Wehntalerstrasse,primary,47.4274195,8.4911603
Wehntalerstrasse,primary,47.4288317,8.4886775
Witikonerstrasse,secondary,47.3583104,8.5848837
Witikonerstrasse,secondary,47.3582488,8.5877404
Witikonerstrasse,secondary,47.359781,8.5941362
Loorenstrasse,tertiary,47.3588609,8.595209
Witikonerstrasse,secondary,47.3602693,8.596359
Witikonerstrasse,secondary,47.3604881,8.5971314
Witikonerstrasse,secondary,47.3608912,8.5991889
Gessnerallee,tertiary,47.3761102,8.5359808
Nordstrasse,tertiary,47.3941767,8.5273396
Nordstrasse,tertiary,47.3939965,8.5279023
Wehntalerstrasse,tertiary,47.397002,8.5407706
Binzmühlestrasse,secondary,47.4129688,8.5379905
Zöllystrasse,tertiary,47.3904699,8.5243235
Moussonstrasse,residential,47.3756659,8.554537
Badenerstrasse,residential,47.3735066,8.5310025
Hardstrasse,secondary,47.379851,8.5119049
Regensbergstrasse,tertiary,47.4118858,8.5249034
Wehntalerstrasse,primary,47.4118533,8.5249093
Haldenbachstrasse,residential,47.3801863,8.5476835
Thurgauerstrasse,secondary,47.411418,8.5501863
Schulstrasse,residential,47.4104126,8.5435779
Schulstrasse,residential,47.4106942,8.5434164
Thurgauerstrasse,secondary,47.4126792,8.5504507
Röntgenstrasse,residential,47.3863654,8.5268525
Baumackerstrasse,residential,47.4086712,8.5448239
